time, joy, sadness, disgust, contempt, anger, fear, surprise, valence, engagement,smile, innerBrowRaise, browRaise, browFurrow, noseWrinkle, upperLipRaise, lipCornerDepressor, chinRaise, lipPucker, lipPress, lipSuck, mouthOpen, smirk, eyeClosure, attention, lidTighten, jawDrop, dimpler, eyeWiden, cheekRaise, lipStretch,interocularDistance,pitch,roll,yaw,Right_Top_Jaw_x,Right_Top_Jaw_y,Right_Jaw_Angle_x,Right_Jaw_Angle_y,Tip_of_Chin_x,Tip_of_Chin_y,Left_Jaw_Angle_x,Left_Jaw_Angle_y,Left_Top_Jaw_x,Left_Top_Jaw_y,Outer_Right_Brow_Corner_x,Outer_Right_Brow_Corner_y,Right_Brow_Center_x,Right_Brow_Center_y,Inner_Right_Brow_Corner_x,Inner_Right_Brow_Corner_y,Inner_Left_Brow_Corner_x,Inner_Left_Brow_Corner_y,Left_Brow_Center_x,Left_Brow_Center_y,Outer_Left_Brow_Corner_x,Outer_Left_Brow_Corner_y,Nose_Root_x,Nose_Root_y,Nose_Tip_x,Nose_Tip_y,Nose_Lower_Right_Boundary_x,Nose_Lower_Right_Boundary_y,Nose_Bottom_Boundary_x,Nose_Bottom_Boundary_y,Nose_Lower_Left_Boundary_x,Nose_Lower_Left_Boundary_y,Outer_Right_Eye_x,Outer_Right_Eye_y,Inner_Right_Eye_x,Inner_Right_Eye_y,Inner_Left_Eye_x,Inner_Left_Eye_y,Outer_Left_Eye_x,Outer_Left_Eye_y,Right_Lip_Corner_x,Right_Lip_Corner_y,Right_Apex_Upper_Lip_x,Right_Apex_Upper_Lip_y,Upper_Lip_Center_x,Upper_Lip_Center_y,Left_Apex_Upper_Lip_x,Left_Apex_Upper_Lip_y,Left_Lip_Corner_x,Left_Lip_Corner_y,Left_Edge_Lower_Lip_x,Left_Edge_Lower_Lip_y,Lower_Lip_Center_x,Lower_Lip_Center_y,Right_Edge_Lower_Lip_x,Right_Edge_Lower_Lip_y,Bottom_Upper_Lip_x,Bottom_Upper_Lip_y,Top_Lower_Lip_x,Top_Lower_Lip_y,Upper_Corner_Right_Eye_x,Upper_Corner_Right_Eye_y,Lower_Corner_Right_Eye_x,Lower_Corner_Right_Eye_y,Upper_Corner_Left_Eye_x,Upper_Corner_Left_Eye_y,Lower_Corner_Left_Eye_x,Lower_Corner_Left_Eye_y,mouth opening, mouth slant
1.2,98.6317215,4.0196E-05,0.001208959,0.000195787,5.71342E-06,9.63777E-06,0.240626305,91.91799164,0.070527524,0.022585155,7.5607E-06,0.000393639,0.024653682,0.000107412,0.001890877,0.008951129,0.009731509,0.000500712,8.059699059,0.001837062,2.11E-11,97.63677216,0.377227098,0.919451475,0.001708006,0.03077155,0.006113494,0.00101495,60.76091766,-8.670466423,8.849201202,3.393857002,96.17929077,79.96933746,108.9792328,118.642128,133.9966736,143.2178192,163.1201935,124.9689941,180.0240631,86.93818665,103.1654816,41.14321136,116.1971817,35.68606949,130.5109558,40.5435524,146.7641296,41.76167297,162.9125519,37.55809021,176.852417,45.36473083,138.1207733,53.61976624,136.2680359,81.30023956,126.7091675,86.47687531,136.1508179,91.11435699,146.0542297,88.10673523,107.6665573,53.20238113,125.53479,56.09927368,151.037735,57.17913437,168.3887939,55.37009811,117.429039,102.5662384,130.6899261,96.08571625,135.1384125,97.72467804,139.7677002,96.78372955,154.5039215,104.5771179,147.5562439,116.564415,134.3649902,121.7678604,122.4332352,114.8673935,134.9731903,102.1075821,134.7253571,113.4278183,116.6431198,48.95247269,115.689888,56.72395325,159.2309723,50.5937767,159.6300507,57.74803162,0.304959309,-1.064169209,,
1.266666667,98.65406036,3.95186E-05,0.001212802,0.000194921,5.76109E-06,9.5534E-06,0.243851498,91.97702789,0.073016472,0.022263763,5.76624E-06,0.000398268,0.025085747,0.000108764,0.001949076,0.009539627,0.010720481,0.000569198,8.446079254,0.001810996,2.05E-11,97.94032288,0.366237402,1.097075224,0.001823377,0.040896978,0.007062957,0.001002277,61.31202698,-9.725011826,8.180976868,2.69096446,95.57312012,78.85553741,108.927269,118.214241,134.7151031,142.9778442,163.6020966,124.7101822,180.0093079,85.45452118,103.0633926,41.69352341,116.0456772,35.93198776,130.6526337,40.73752594,146.4064941,41.82332611,163.1461334,37.74900818,177.263504,45.5541954,138.160614,53.74625015,136.6548157,81.34124756,126.967598,86.55440521,136.4266205,91.33804321,146.0853119,88.115448,107.5039978,53.22702408,125.529747,56.3151207,151.2430573,57.21283722,168.784729,55.18573761,117.3914185,102.7310028,131.0029907,95.9774704,135.4670105,97.47664642,140.1582031,96.60279846,155.1635132,104.6147308,148.5216827,116.8344345,135.0796356,122.109787,122.8638153,115.2629395,135.3239746,101.655838,135.3660431,114.0100708,116.634697,49.14317703,115.6270294,56.81757736,159.6195526,50.56375885,160.0626373,57.62392426,0.32666893,-1.027576873,,
1.333333333,98.97920227,3.46958E-05,0.00110179,0.000172343,5.26463E-06,8.53999E-06,0.248328522,93.61787415,0.081070669,0.024739182,5.63406E-06,0.000358154,0.026031522,0.000112168,0.002716895,0.009233314,0.015750188,0.00071386,9.071538925,0.00141349,3.05E-11,97.85427094,0.344154298,1.208354235,0.001813891,0.049999025,0.006835165,0.00100378,60.83922958,-9.287083626,8.523420334,2.900010824,95.24224854,79.12985992,108.6323242,118.4514313,134.3407135,143.3145599,163.5023041,124.7398605,180.3768311,86.03381348,103.1219101,41.76856232,116.2152863,35.9060936,130.8263245,40.690979,146.6687622,41.8944397,163.1355438,37.64999008,177.1730804,45.43918991,138.219101,53.90237808,136.5477753,81.41370392,126.7885895,86.54491425,136.3048096,91.41694641,146.093399,88.14453888,107.7560425,53.48065948,125.6889191,56.52497864,151.2741394,57.36830139,168.5664978,55.35153961,117.0791702,102.5083618,130.7209778,95.84715271,135.156723,97.37480164,139.8450623,96.48006439,154.7163391,104.3775253,148.1335297,116.607399,134.6903687,122.0094223,122.3850555,115.1353989,135.0188751,101.5400009,135.0640869,113.9429321,116.8526688,49.42443085,115.7900162,57.07575226,159.5000458,50.77056885,159.8821259,57.78994751,0.329135982,-1.084242182,,
1.4,98.94060516,3.56383E-05,0.001106409,0.000174705,5.25027E-06,8.62932E-06,0.246104091,93.43656921,0.090913005,0.026478333,4.92164E-06,0.000418274,0.028225195,0.000111715,0.002790903,0.009283185,0.015978741,0.000813031,8.643788338,0.001511247,8.49E-12,97.58817291,0.343090653,1.275565624,0.001823627,0.054517947,0.006089986,0.001038816,61.66122437,-10.6501236,8.477396011,3.498150826,97.02213287,79.22537231,110.5374603,118.0608444,135.6313629,141.7007294,165.0436707,124.3582306,182.0648804,84.83227539,103.2914429,41.49374771,116.592453,35.88594437,131.4301147,40.89843369,147.4769287,42.22106934,164.35849,37.96251678,178.8535309,45.85312653,139.2210999,53.95599747,137.6034851,81.97344971,128.0892334,87.20291901,137.5404205,91.77600098,147.3053131,89.01832581,108.2678909,53.58622742,126.5753479,56.69041061,152.3178253,57.73412323,169.8929901,55.6966362,119.0476074,103.1649704,132.1550598,96.84318542,136.4943237,98.44103241,141.0025177,97.56199646,155.2627869,105.506012,148.4890137,116.9809723,135.6672058,121.9509659,124.1106796,115.1475143,136.342865,102.9648361,135.9242706,113.4012375,117.3582306,49.51321793,116.4787064,57.19388962,160.5094452,51.09088516,161.1044769,58.2195282,0.287808549,-1.744922454,,
1.466666667,98.87088013,3.69468E-05,0.001123933,0.000179341,5.30526E-06,8.84194E-06,0.243707925,93.08750916,0.089579783,0.029215531,4.45506E-06,0.000472609,0.030541472,0.000107745,0.002354694,0.008582034,0.014178442,0.000772782,8.245708466,0.001634888,1.79E-12,98.04927063,0.353347927,1.271955848,0.001973381,0.065126851,0.007400769,0.001081993,61.434021,-10.70580006,8.709824562,2.41366291,95.71433258,78.86825562,109.5237122,118.4165955,135.9615936,143.562561,164.8695831,125.2904587,181.728241,85.49868774,103.660347,41.56145477,117.0770721,35.83480835,131.910965,40.78396225,147.3549805,42.17979813,164.6268463,37.97817612,178.9885559,46.20233154,139.0675354,54.11907196,137.9126892,82.3813858,127.8542328,87.60041046,137.6320038,92.3106308,147.4420166,89.38580322,108.6041641,53.48038483,126.6322174,56.74463654,152.3122559,57.82512665,169.9908752,55.89093781,118.5164337,103.919136,132.0355988,96.8568573,136.5134583,98.47942352,141.1924744,97.63328552,155.8189392,106.2365952,149.4454651,118.1166306,136.055542,123.2212448,123.7268524,116.2570343,136.3040619,102.7538452,136.3512115,114.9740906,117.7980728,49.39034271,116.6975708,57.09295273,160.6455078,51.17825317,161.1354218,58.24165726,0.326970564,-1.312627371,,
1.533333333,98.79197693,3.76195E-05,0.001165633,0.000185577,5.51791E-06,9.09065E-06,0.246662989,92.63196564,0.093515679,0.03679391,3.60717E-06,0.000572731,0.034720942,0.000109485,0.002166872,0.009272807,0.011169623,0.000958165,8.600768089,0.001777269,1.32E-12,97.98075104,0.306906641,1.400192142,0.001773165,0.083445713,0.006475811,0.001119107,62.05444336,-9.736527443,8.47569561,2.589793682,96.27823639,79.85058594,109.7518158,118.537117,135.7757721,143.6260986,164.7085266,125.0590057,181.4872284,86.30354309,103.8762283,41.78514862,117.0691299,36.18436813,131.6807404,41.13811493,147.4095917,42.38578033,164.4850769,38.1540947,178.8562317,46.21238327,139.2122192,54.24834824,138.0326843,82.2457428,128.0084686,87.28807831,137.6573334,92.08054352,147.5935974,89.03543854,108.2707443,53.74224091,126.5251389,56.78829193,152.4880524,57.88726807,170.2884369,55.87756348,117.9416962,103.0048523,131.963974,96.49414063,136.6077881,98.12487793,141.3984528,97.16836548,156.4119263,105.3030472,149.5391083,117.4227142,135.918396,122.6000977,123.2999191,115.5625,136.4787292,102.626976,136.2437134,114.2084427,117.4103317,49.46154785,116.3992996,57.25374222,160.8140259,51.11678696,161.3225708,58.210392,0.300576206,-1.45275941,,
1.566666667,98.71303558,3.86716E-05,0.00119405,0.000191007,5.65484E-06,9.24304E-06,0.247518748,92.2474823,0.08854568,0.037009135,3.5325E-06,0.000594814,0.037898242,0.000105428,0.002225622,0.009634227,0.008982063,0.001015704,8.535539627,0.001812749,1.91E-12,97.82064056,0.324035913,1.660890341,0.001926013,0.081172325,0.006659594,0.001140256,61.41306305,-9.902030945,8.636069298,2.979491234,96.65440369,79.53733063,109.7316437,118.7625656,135.8203125,144.0786133,164.9587402,125.5759277,181.7382965,86.2462616,103.8804626,42.12268829,116.9159317,36.24943542,131.6969147,41.04276276,147.6629486,42.30179977,164.7535706,38.11530304,179.0754547,46.18981552,139.2114716,54.44405365,137.9131622,82.29639435,128.023468,87.46128082,137.7271881,92.2596817,147.5624084,89.22389221,108.7998734,53.8093338,126.9283218,57.02135086,152.5379944,57.97628403,170.1783295,55.87077713,117.9431,103.5118103,132.0126648,96.75679779,136.4901123,98.40169525,141.1737976,97.41439819,156.1674194,105.6565933,149.526947,117.7347107,135.9606018,123.0591431,123.3308411,116.1379089,136.3886414,102.8134689,136.2450104,114.7397308,117.9344482,49.60442734,116.8859787,57.43365479,160.8826447,51.045681,161.3773041,58.32179642,0.311539763,-1.292784654,,
1.633333333,98.71656036,3.85428E-05,0.001195092,0.000190873,5.67156E-06,9.13165E-06,0.249549672,92.25675201,0.080795854,0.037119344,2.71781E-06,0.000642181,0.042539909,0.000105863,0.002082149,0.010685648,0.008491196,0.001033501,8.604858398,0.001726862,1.51E-11,98.23270416,0.34291625,1.9928509,0.00196366,0.078070745,0.011812312,0.001143266,61.70848083,-9.93466568,8.769248009,1.91057837,96.12637329,79.48857117,109.4582062,119.0970154,136.0030518,143.8912811,165.4275665,125.8084641,182.2231598,86.10535431,104.0412674,41.76439667,117.6970596,35.98044586,132.6324921,40.98576355,148.2203827,42.46508789,165.04216,38.29992676,179.2922058,46.50323486,139.9485779,54.29317856,138.7480164,82.3370285,128.5726471,87.57055664,138.3774719,92.46646118,148.2208099,89.47667694,108.9754791,53.73955154,127.0746994,56.89606476,153.2224274,58.02249146,170.6357117,56.17928696,118.7226105,103.6056976,132.690979,96.88874054,137.1980743,98.51338959,141.9122009,97.62999725,156.3414917,106.0098343,149.8930817,117.6476822,136.4286346,122.7009277,123.9872894,115.8859177,137.0385284,102.9148026,136.7770233,114.4078979,118.1625748,49.88703156,117.0535736,57.25510025,161.4148712,51.66424942,161.9164429,58.42748642,0.304970941,-1.397854886,,
1.7,98.49154663,4.09143E-05,0.001284552,0.000206201,6.13581E-06,9.74357E-06,0.25141266,91.22733307,0.070231967,0.040448248,2.8731E-06,0.000626045,0.043836411,0.00011117,0.001795829,0.009938787,0.005994855,0.001091838,8.865859032,0.00208455,3.28E-11,98.31314087,0.364791334,2.049592972,0.001943076,0.062209412,0.013351203,0.001113703,61.76000214,-9.923690796,8.638150215,1.673571467,95.82328796,79.52310181,109.5184784,119.791153,136.5061188,144.7036591,165.5325928,126.5319061,182.306076,86.87417603,104.259407,42.11088943,118.0145264,36.41866302,132.682251,41.65950012,148.3829803,43.01915741,165.4122925,38.89700317,179.5252686,47.19110107,139.9331665,54.80848312,138.8589783,82.79530334,128.2375183,87.82765961,138.3197632,92.63623047,148.3767242,89.4940567,108.9766388,54.06264114,127.040184,57.32012558,153.0475616,58.46305466,170.6856689,56.57136536,118.6987534,104.2214661,132.7796783,97.44911957,137.426712,99.05069733,142.2766724,98.10655975,157.0250702,106.4494171,150.3680115,118.4482651,136.8256683,123.5457458,124.3572159,116.6536179,137.2266541,103.3152084,137.2138062,115.3908081,118.3657837,49.95335007,117.1879425,57.65752029,161.47258,51.73888016,161.8504944,58.82366943,0.314542486,-1.00362871,,
1.766666667,98.19781494,4.42748E-05,0.001374287,0.000223677,6.55359E-06,1.0436E-05,0.250342399,90.14308929,0.062860064,0.039126948,3.0785E-06,0.000541342,0.045551579,0.000107326,0.00149536,0.010481089,0.00607131,0.000802498,8.671647072,0.002438437,2.94E-11,98.38831329,0.3584117,2.098745346,0.001734489,0.043128047,0.011982677,0.001092543,62.17334747,-9.417250633,9.097238541,1.441813111,95.82727051,80.07054901,108.6355209,120.1236954,135.6960602,145.7501068,164.4090118,126.6435318,181.3574677,87.72458649,103.9419937,42.18360138,117.4526825,36.35370255,132.1772766,41.61855698,148.3485107,43.09907913,165.1371307,39.08114624,179.0680542,47.37665176,139.6244354,54.94166565,138.6617737,82.73766327,127.9081039,87.78659821,137.9264679,92.71478271,148.137085,89.51512146,108.4106369,54.10332108,126.600296,57.31708145,152.7038116,58.61172104,170.5179749,56.967556,117.7320633,104.0801163,132.235733,97.59616852,136.7856903,99.28012085,141.4894867,98.30259705,156.5653229,106.5020752,149.7411041,118.5266037,136.2565308,123.7669525,123.5132141,116.7239456,136.5984955,103.6739426,136.6191559,115.5702057,117.724205,50.01263428,116.5654449,57.73255539,161.1936798,52.06385422,161.5129089,59.15171432,0.305748512,-0.93369755,,
1.833333333,97.63748932,4.97269E-05,0.001530544,0.000253669,7.30194E-06,1.16015E-05,0.250314444,88.46646118,0.063881658,0.038331993,3.12847E-06,0.00055688,0.046979286,0.000103177,0.001329828,0.009202872,0.004278479,0.000665852,8.555374146,0.003165096,2.44E-11,98.32260895,0.362943172,2.244825602,0.001689267,0.032346424,0.011502635,0.001046551,61.94440079,-8.234630585,8.701878548,1.644902349,95.24693298,81.14682007,108.240303,121.2876511,135.5023041,147.1611481,164.6316376,127.503746,181.5657806,88.35041809,103.8560257,42.65798187,117.3161621,36.3825264,132.1721497,41.42809677,147.7892151,42.79724121,164.4617615,38.68449402,178.7115479,47.11351776,139.5806122,54.75658035,138.4971771,82.20637512,127.8737488,87.64894104,137.9259186,92.55632019,147.8262634,89.37178802,108.3951035,54.26969147,126.647377,57.39769363,152.6021881,58.45916367,170.2931213,56.66643524,116.7277908,104.2516708,131.8614807,97.32044983,136.6092834,98.96088409,141.4929199,97.94567108,156.5589905,106.3271103,149.8819427,119.2316971,135.8487091,124.9757309,122.4865341,117.8649292,136.4120178,103.3959656,136.2192841,116.5175705,117.7177277,50.03738785,116.5893097,57.66807556,160.9809723,51.77194595,161.3703766,58.79756165,0.329019512,-0.768409795,,
1.9,96.88199615,5.52706E-05,0.001733232,0.000290099,8.34905E-06,1.29445E-05,0.25402835,86.67840576,0.05377508,0.033264868,3.26862E-06,0.000443205,0.050529372,9.63534E-05,0.001226213,0.008867674,0.004678224,0.00051778,8.950759888,0.003988921,2.23E-11,98.0663681,0.381439239,2.514981985,0.001801493,0.025680976,0.010718713,0.001022129,61.88951492,-8.294604301,8.693043709,2.368767023,96.49272919,81.50242615,109.3122177,120.7215424,135.2117767,146.7007294,164.2867432,127.337883,181.3291473,88.90988922,104.0312729,42.01026154,117.3913803,36.29353714,131.8267212,41.39494705,148.3264771,42.50683594,164.6812592,38.16078186,178.5858154,46.01797104,139.5882874,54.35877991,138.0508881,82.54366302,127.9497299,87.5696106,137.6277924,92.21297455,147.7055054,89.28179169,108.5382614,54.11691284,126.8027344,56.9870224,152.5808716,58.0401268,170.3940277,56.16047668,117.8180542,104.2616501,132.1058655,97.55104065,136.6660767,99.21629333,141.4040375,98.18395996,156.5167389,106.0726318,149.3370972,118.8219452,135.7554779,124.5411987,123.1857071,117.3229599,136.5074158,103.6782913,136.1537018,115.9387207,117.6886902,49.66669846,116.6792908,57.49791718,161.0022736,51.12913513,161.4141083,58.40327454,0.316603065,-0.789527479,,
1.966666667,96.18766022,5.86517E-05,0.00193243,0.00032191,9.53652E-06,1.41522E-05,0.260575712,85.29248047,0.047593918,0.020980665,3.13222E-06,0.000609542,0.047703855,0.000105685,0.001238955,0.008960266,0.006676076,0.000348852,9.948695183,0.00501227,6.24E-09,96.54995728,0.509203434,2.585812092,0.002003335,0.0142788,0.015371271,0.001195041,62.85230637,-10.45700359,11.891119,5.341619492,98.22832489,77.36345673,107.9100647,113.8883743,133.603714,137.8434601,164.8998413,121.1191711,181.0057678,86.19723511,104.8297958,37.74724197,117.6102295,33.57484818,131.0878143,38.53418732,148.0145416,39.84622574,163.6151123,36.29868698,177.7126312,43.8320961,138.813858,52.40856934,136.0281677,79.79306793,126.1037827,84.16392517,135.7110748,88.97138214,146.2322235,86.5496521,107.8317947,51.37599945,125.7057648,54.68843079,152.3091583,56.29601669,170.5681152,55.19261932,116.5235214,101.2176819,129.9048309,95.49969482,134.4956055,97.59863281,139.499115,96.58957672,154.9013062,104.2217026,146.8000183,115.0462112,133.7867584,119.4561081,122.2009811,112.6916504,134.3190613,102.5569611,134.2985229,111.3032074,116.929985,48.58779144,115.8831558,54.71290588,161.3970184,51.33102417,161.4714508,56.99634933,0.22720433,-1.003864898,,
2.033333333,96.09988403,5.76347E-05,0.002004734,0.000328401,1.01417E-05,1.4242E-05,0.269248873,85.02765656,0.048947066,0.01384529,2.84153E-06,0.000781743,0.046025261,0.000119389,0.001386539,0.009107382,0.009417094,0.000254756,11.01702118,0.005940904,1.60567E-06,96.31227112,0.667645693,2.911962748,0.002346993,0.007084482,0.020866632,0.001310721,62.26098633,-11.52354622,12.19012642,5.68707943,97.38027191,75.62245178,107.8897171,112.6399689,133.6382294,136.9066772,165.4536743,120.5128479,181.7167511,84.26293945,104.6747894,38.07681274,117.1601944,33.9352951,130.7382965,38.47180939,148.1425476,40.11143875,164.2978058,36.68981552,178.243454,44.34050369,138.5645142,52.8073616,135.6086884,79.649086,125.4941559,84.71392822,135.4243774,88.85496521,146.2162781,87.10137939,108.1300735,51.74782562,125.5360031,54.85961533,152.4563751,56.42566681,170.2941284,55.22068787,117.0644226,101.0086288,130.1726837,95.5679245,134.3371887,97.65916443,138.9106445,96.58972168,153.9901276,104.118988,145.883728,113.3790131,133.5741577,116.8759155,123.0084229,110.9056702,134.1441345,103.1989899,133.9935455,107.6628189,116.991684,48.7497673,116.1442032,55.37111664,161.3163452,51.33943939,161.3402405,57.45226669,0.120528705,-1.632541352,,
2.1,94.72560883,6.33075E-05,0.002354914,0.000384087,1.24471E-05,1.64464E-05,0.277543724,82.94300079,0.047412906,0.007719218,2.73156E-06,0.000974909,0.041176721,0.000121999,0.001149315,0.007983981,0.014138749,0.000123964,12.37346268,0.008624963,1.53763E-06,96.1021347,1.072544456,2.756683111,0.0027138,0.002807877,0.039570477,0.001536323,62.15590286,-11.50498772,11.94477463,5.975098133,96.72531128,75.88184357,108.385849,115.2250595,134.5178375,141.7173767,165.8316956,122.5728531,182.7566071,83.49100494,104.4498062,37.83966827,117.2971573,33.24737167,131.4395905,38.39065552,147.7709656,39.90393829,164.5489807,36.58246613,178.2593842,44.59978867,138.3598785,52.89661407,135.6673431,80.05982971,125.5693359,85.33530426,135.3371429,89.68258667,146.1599274,87.62240601,107.8596268,51.55512619,125.6916885,54.75608063,152.042099,56.38574219,169.9149475,55.08974075,116.7680359,102.2151947,130.0885468,95.85964966,134.3029327,97.79140472,138.9055481,96.81284332,153.8608398,105.2495346,146.2455902,115.7585831,133.5397034,119.9323654,122.5130463,113.3979416,134.1234894,103.1884689,134.0308533,110.8056259,116.9564743,48.4951973,116.0302124,55.24614334,161.0687866,51.09274292,161.046936,57.59000778,0.204685496,-1.429875726,,
2.133333333,94.58615875,6.29496E-05,0.002421791,0.000391182,1.30053E-05,1.6779E-05,0.281624109,82.69981384,0.054153603,0.00701481,2.39161E-06,0.001386547,0.036584854,0.000127433,0.001071242,0.008066808,0.013941602,0.000113411,13.0446806,0.009234997,6.10E-07,96.48345947,1.182997704,2.644776344,0.002980852,0.002169173,0.04834326,0.001679931,62.67411804,-10.44191551,11.41491032,5.440529346,96.68952942,76.72489166,108.1657715,116.287796,134.7080078,141.6712189,165.8334198,123.4183044,182.0821686,84.47866821,103.9849548,38.59137726,117.0042572,33.81775284,131.0142365,38.62903595,147.8210144,40.38739395,164.4770508,37.13407898,178.2337799,45.430336,138.2838287,53.05760574,135.9008484,79.79074097,125.4115143,84.97262573,135.4263916,89.39871979,146.2946777,87.19223785,107.5251617,51.94703674,125.2784805,55.10249329,152.1038666,56.90216827,170.0860138,55.71329498,116.7771149,102.6472244,130.1912994,96.13352203,134.5053253,98.0991745,139.1630707,97.12879944,154.1891327,105.6628723,146.7274017,116.041214,134.0986481,120.0144806,122.8050156,113.7234955,134.3272858,103.3746796,134.5823212,111.409729,116.7740631,48.9992218,115.7642822,55.65384293,161.0959167,51.81243134,161.0587616,58.1146965,0.214185343,-1.174649691,,
2.2,90.49196625,8.25578E-05,0.003014673,0.000512942,1.61051E-05,2.13991E-05,0.274633408,79.09124756,0.047188163,0.006136993,2.38266E-06,0.000917385,0.031939328,0.000124028,0.001193176,0.008678096,0.019469004,0.000108636,12.11163235,0.012523182,1.50E-07,96.23259735,1.262386084,2.560345411,0.004640288,0.001381053,0.04145119,0.001839466,61.5274353,-9.323602676,15.77458,5.79808569,95.89945221,74.08647156,105.0654831,113.5027618,131.0665131,139.7039337,163.2314453,123.5062027,180.8541107,86.63917542,105.3656082,36.9776535,118.2442322,32.11315536,131.473999,37.60232544,147.6834412,39.54034042,164.3825073,36.36139679,177.7724304,45.58203888,137.9147186,52.01597214,134.6603088,78.1958313,124.1904602,83.1426239,133.7950134,88.47119904,144.7780762,86.13132477,108.2499161,49.98086929,125.4857559,53.66001511,151.2808075,55.98662567,169.5392303,55.38873672,114.8356476,100.5501175,128.4483185,94.57025909,132.7787781,96.56018066,137.5466614,95.70845795,152.2219543,104.7248917,144.3877716,114.487709,131.5466766,118.0940933,120.4340515,111.5899353,132.4638977,101.6079407,132.2748566,110.151123,117.1703186,46.62211609,115.9290161,53.94028854,160.4317017,50.45764923,160.3368835,57.49449539,0.227155097,-1.355590949,,
2.266666667,88.77308655,9.05467E-05,0.00319283,0.000555577,1.70626E-05,2.29517E-05,0.270325035,78.03039551,0.047489524,0.005009928,2.04045E-06,0.000669534,0.027584424,0.000120266,0.001396397,0.010787188,0.022075765,0.000112604,11.46277332,0.01517038,8.67E-08,95.35040283,1.434644818,2.581314802,0.00717672,0.001085448,0.048188619,0.002072255,61.64868927,-11.83691978,7.206028461,6.896112919,96.49002075,74.22881317,106.8141251,111.5707932,130.8118896,135.0142059,162.8898621,120.6095657,181.5370178,83.89427948,104.6741791,36.91168976,117.2799301,32.58244705,130.463501,37.6077652,146.6894989,39.4997406,163.1926727,35.84314728,177.7653046,43.3803978,137.958847,51.49130249,134.0250854,78.61737061,124.5912628,83.16062164,133.6587677,88.02874756,143.8535614,85.90316772,107.8684311,49.91122818,124.7624283,53.17907333,151.4691467,55.85798264,169.3354492,54.64053726,115.7804337,99.99642944,128.6728973,94.68257141,132.4597626,96.58914948,136.8376312,95.60810089,151.7936554,103.2677078,143.5870056,111.5825958,131.2467957,115.1985474,121.3374939,109.5406799,132.0726471,101.6988754,131.8514557,106.4112701,116.6511688,47.04103088,115.605835,53.55598831,160.2580872,50.8091774,160.328186,56.52589798,0.130458754,-0.80166916,,
2.333333333,85.9161911,0.000100712,0.003537659,0.000625864,1.8974E-05,2.54855E-05,0.2700755,76.44987488,0.040143494,0.004954487,1.4028E-06,0.000452214,0.026550254,0.00012699,0.001858568,0.011479329,0.018022327,0.000178491,11.41916561,0.020706736,6.41E-08,95.00147247,1.473793149,2.597048521,0.01171154,0.000982738,0.060733549,0.002270163,60.60570526,-10.11616993,9.737074852,7.276260853,95.24382782,73.72390747,104.8949738,110.3286209,129.4407349,135.1555176,162.0806427,121.2744675,180.3097229,85.64698792,105.3091431,35.91847992,117.441452,31.4703846,130.6578522,36.45146942,147.0647125,38.58147049,163.8424377,35.86594772,177.3120117,44.54498672,137.0666809,50.87559891,132.7943573,77.23739624,123.3626556,82.84011078,132.2272797,87.09976959,142.3043518,85.72454834,108.0014038,48.97513962,124.7430954,52.34923935,150.7635956,55.31052017,168.3186188,54.88151169,114.7911453,99.84822083,127.6573029,93.58744049,131.4462738,95.35972595,135.7817993,94.69264221,150.2451477,104.0478516,141.7286682,111.5106201,129.5444336,114.3410568,120.0561523,108.7613602,130.7503662,100.8578568,130.2546082,105.3909988,116.9199142,45.91647339,115.6475296,52.73980331,159.6772156,50.30323792,159.3505859,56.61246109,0.127729189,-1.189979402,,
2.4,80.47123718,0.000117427,0.004161967,0.000751404,2.28017E-05,2.97057E-05,0.272870809,74.02702332,0.032393701,0.003941431,7.57E-07,0.000305001,0.023709485,0.000135027,0.002303065,0.013562318,0.017310701,0.000225575,11.64451599,0.03102712,2.66E-08,94.2492218,1.760744095,2.842093229,0.024907431,0.000580412,0.112029992,0.002604764,60.98589706,-10.49026489,9.369330406,8.016958237,95.60738373,73.25112915,105.2200394,110.8924561,129.6808014,135.7021179,162.5706635,121.5350418,181.1707916,84.86540222,104.9709854,35.96420288,117.2735519,31.41577339,130.6405334,36.42490005,147.1187286,38.46503067,163.8640137,35.58154678,177.4897156,44.09004593,136.9284363,50.5558815,132.6396332,77.17221832,123.2731857,82.6815033,132.0708771,87.01404572,142.2791443,85.48793793,107.6499634,49.05381393,124.4595642,52.2195015,150.7073975,55.10211182,168.3843231,54.58708954,114.7606812,100.3212204,127.4668655,93.51818848,131.2490234,95.27935791,135.5501862,94.57170868,150.154541,104.1371231,141.7500153,112.2045135,129.4946289,115.0791855,119.8943253,109.5299072,130.5646057,100.9973755,130.1985626,105.9477081,116.4967422,45.90580368,115.3063812,52.70579529,159.6449432,50.05559921,159.3474426,56.4581871,0.139437962,-0.966608685,,
